Müügiloa number;Müügiloa staatus;H/V;Pakendikood;Ravimi nimetus;Ravimi tugevus;Ravimvorm;ATC kood;Toimeaine;Pakendi suurus;Müügiloa hoidja organisatsioon;Müügiloa hoidja organisatsiooni ORG ID;Müügiloa kehtivuse alguse kuupäev;Müügiloa kehtivuse lõpu kuupäev;Ravimikaardi number;Ravimikaardi staatus;Ravimi liik;Täiendav järelevalve;Erandid pakendi nõuetest;Toodetud ravimvorm;Manustatav ravimvorm;Ravimis sisalduv toimeaine;Ravimis sisalduva toimeaine tugevus;Referentstoimeaine;Referentstoimeaine tugevus;Manustamisviisid;Seade pakendis;Kõlblikkusaeg;Säilitustingimused;PD pakend;Sisepakendi liik;Sisepakendi materjal;Pakendi komponendi liik;Pakendi komponendi materjal;Müügiloa liik;Müügiloa hoidja organisatsiooni asukoht;Müügiloa hoidja organisatsiooni asukoha LOC ID;ML juhtumi taotluse liik;Juhtumi staatus;Müügiloa taotluse protseduuri number;Esitamise kuupäev;Otsuse kuupäev;Juhtumi lõpu kuupäev
785812;Valid;H;1510401;RAMDACORDIA;10mg, 5mg;Kõvakapsel;C09BB07;amlodipiin, ramipriil;100 Kapsel;Sandoz Pharmaceuticals d.d.;ORG-100002040;04.05.2012;;9564;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Kõvakapsel;ramipriil, amlodipiin;;ramipriil, amlodipiin;10mg, 5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride, Orientated PolyAmide;;;Marketing Authorisation;"Verovskova Ulica 57 
Ljubljana
1000, Slovenia";LOC-100002893;Variation Type IB;ENDED_ACCEPTED;;19.07.2022;18.08.2022;18.08.2022
785812;Valid;H;1556849;RAMDACORDIA;10mg, 5mg;Kõvakapsel;C09BB07;amlodipiin, ramipriil;10 Kapsel;Sandoz Pharmaceuticals d.d.;ORG-100002040;04.05.2012;;9564;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Kõvakapsel;ramipriil, amlodipiin;;ramipriil, amlodipiin;10mg, 5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Orientated PolyAmide, Aluminium;;;Marketing Authorisation;"Verovskova Ulica 57 
Ljubljana
1000, Slovenia";LOC-100002893;Variation Type IB;ENDED_ACCEPTED;;19.07.2022;18.08.2022;18.08.2022
785812;Valid;H;1715475;RAMDACORDIA;10mg, 5mg;Kõvakapsel;C09BB07;amlodipiin, ramipriil;90 Kapsel;Sandoz Pharmaceuticals d.d.;ORG-100002040;04.05.2012;;9564;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Kõvakapsel;ramipriil, amlodipiin;;ramipriil, amlodipiin;10mg, 5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, Orientated PolyAmide, PolyVinyl Chloride;;;Marketing Authorisation;"Verovskova Ulica 57 
Ljubljana
1000, Slovenia";LOC-100002893;Variation Type IB;ENDED_ACCEPTED;;19.07.2022;18.08.2022;18.08.2022
785712;Valid;H;1510489;RAMDACORDIA;10mg;Kõvakapsel;C09BB07;amlodipiin, ramipriil;100 Kapsel;Sandoz Pharmaceuticals d.d.;ORG-100002040;04.05.2012;;9478;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Kõvakapsel;ramipriil, amlodipiin;;ramipriil, amlodipiin;10mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride, Orientated PolyAmide;;;Marketing Authorisation;"Verovskova Ulica 57 
Ljubljana
1000, Slovenia";LOC-100002893;Variation Type IB;ENDED_ACCEPTED;;19.07.2022;18.08.2022;18.08.2022
785712;Valid;H;1715497;RAMDACORDIA;10mg;Kõvakapsel;C09BB07;amlodipiin, ramipriil;90 Kapsel;Sandoz Pharmaceuticals d.d.;ORG-100002040;04.05.2012;;9478;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Kõvakapsel;ramipriil, amlodipiin;;ramipriil, amlodipiin;10mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium, Orientated PolyAmide;;;Marketing Authorisation;"Verovskova Ulica 57 
Ljubljana
1000, Slovenia";LOC-100002893;Variation Type IB;ENDED_ACCEPTED;;19.07.2022;18.08.2022;18.08.2022
785712;Valid;H;1556861;RAMDACORDIA;10mg;Kõvakapsel;C09BB07;amlodipiin, ramipriil;10 Kapsel;Sandoz Pharmaceuticals d.d.;ORG-100002040;04.05.2012;;9478;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Kõvakapsel;ramipriil, amlodipiin;;ramipriil, amlodipiin;10mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride, Orientated PolyAmide;;;Marketing Authorisation;"Verovskova Ulica 57 
Ljubljana
1000, Slovenia";LOC-100002893;Variation Type IB;ENDED_ACCEPTED;;19.07.2022;18.08.2022;18.08.2022
785712;Valid;H;1510456;RAMDACORDIA;10mg;Kõvakapsel;C09BB07;amlodipiin, ramipriil;20 Kapsel;Sandoz Pharmaceuticals d.d.;ORG-100002040;04.05.2012;;9478;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Kõvakapsel;ramipriil, amlodipiin;;ramipriil, amlodipiin;10mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride, Orientated PolyAmide;;;Marketing Authorisation;"Verovskova Ulica 57 
Ljubljana
1000, Slovenia";LOC-100002893;Variation Type IB;ENDED_ACCEPTED;;19.07.2022;18.08.2022;18.08.2022
785712;Valid;H;1510467;RAMDACORDIA;10mg;Kõvakapsel;C09BB07;amlodipiin, ramipriil;30 Kapsel;Sandoz Pharmaceuticals d.d.;ORG-100002040;04.05.2012;;9478;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Kõvakapsel;ramipriil, amlodipiin;;ramipriil, amlodipiin;10mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Orientated PolyAmide, PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"Verovskova Ulica 57 
Ljubljana
1000, Slovenia";LOC-100002893;Variation Type IB;ENDED_ACCEPTED;;19.07.2022;18.08.2022;18.08.2022
785712;Valid;H;1510478;RAMDACORDIA;10mg;Kõvakapsel;C09BB07;amlodipiin, ramipriil;50 Kapsel;Sandoz Pharmaceuticals d.d.;ORG-100002040;04.05.2012;;9478;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Kõvakapsel;ramipriil, amlodipiin;;ramipriil, amlodipiin;10mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Orientated PolyAmide, PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"Verovskova Ulica 57 
Ljubljana
1000, Slovenia";LOC-100002893;Variation Type IB;ENDED_ACCEPTED;;19.07.2022;18.08.2022;18.08.2022
785612;Valid;H;1510423;RAMDACORDIA;10mg, 5mg;Kõvakapsel;C09BB07;ramipriil, amlodipiin;30 Kapsel;Sandoz Pharmaceuticals d.d.;ORG-100002040;04.05.2012;;9566;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Kõvakapsel;ramipriil, amlodipiin;;amlodipiin, ramipriil;10mg, 5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium, Orientated PolyAmide;;;Marketing Authorisation;"Verovskova Ulica 57 
Ljubljana
1000, Slovenia";LOC-100002893;Variation Type IB;ENDED_ACCEPTED;;19.07.2022;18.08.2022;18.08.2022
785612;Valid;H;1510412;RAMDACORDIA;10mg, 5mg;Kõvakapsel;C09BB07;ramipriil, amlodipiin;20 Kapsel;Sandoz Pharmaceuticals d.d.;ORG-100002040;04.05.2012;;9566;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Kõvakapsel;ramipriil, amlodipiin;;amlodipiin, ramipriil;10mg, 5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Orientated PolyAmide, Aluminium;;;Marketing Authorisation;"Verovskova Ulica 57 
Ljubljana
1000, Slovenia";LOC-100002893;Variation Type IB;ENDED_ACCEPTED;;19.07.2022;18.08.2022;18.08.2022
785612;Valid;H;1556850;RAMDACORDIA;10mg, 5mg;Kõvakapsel;C09BB07;ramipriil, amlodipiin;10 Kapsel;Sandoz Pharmaceuticals d.d.;ORG-100002040;04.05.2012;;9566;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Kõvakapsel;ramipriil, amlodipiin;;amlodipiin, ramipriil;10mg, 5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Orientated PolyAmide, Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"Verovskova Ulica 57 
Ljubljana
1000, Slovenia";LOC-100002893;Variation Type IB;ENDED_ACCEPTED;;19.07.2022;18.08.2022;18.08.2022
785612;Valid;H;1715486;RAMDACORDIA;10mg, 5mg;Kõvakapsel;C09BB07;ramipriil, amlodipiin;90 Kapsel;Sandoz Pharmaceuticals d.d.;ORG-100002040;04.05.2012;;9566;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Kõvakapsel;ramipriil, amlodipiin;;amlodipiin, ramipriil;10mg, 5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium, Orientated PolyAmide;;;Marketing Authorisation;"Verovskova Ulica 57 
Ljubljana
1000, Slovenia";LOC-100002893;Variation Type IB;ENDED_ACCEPTED;;19.07.2022;18.08.2022;18.08.2022
785612;Valid;H;1510434;RAMDACORDIA;10mg, 5mg;Kõvakapsel;C09BB07;ramipriil, amlodipiin;50 Kapsel;Sandoz Pharmaceuticals d.d.;ORG-100002040;04.05.2012;;9566;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Kõvakapsel;ramipriil, amlodipiin;;amlodipiin, ramipriil;10mg, 5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Orientated PolyAmide, Aluminium;;;Marketing Authorisation;"Verovskova Ulica 57 
Ljubljana
1000, Slovenia";LOC-100002893;Variation Type IB;ENDED_ACCEPTED;;19.07.2022;18.08.2022;18.08.2022
785612;Valid;H;1510445;RAMDACORDIA;10mg, 5mg;Kõvakapsel;C09BB07;ramipriil, amlodipiin;100 Kapsel;Sandoz Pharmaceuticals d.d.;ORG-100002040;04.05.2012;;9566;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Kõvakapsel;ramipriil, amlodipiin;;amlodipiin, ramipriil;10mg, 5mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Orientated PolyAmide, PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"Verovskova Ulica 57 
Ljubljana
1000, Slovenia";LOC-100002893;Variation Type IB;ENDED_ACCEPTED;;19.07.2022;18.08.2022;18.08.2022
780112;Valid;H;1501456;DIRONORM;20mg, 5mg;Tablett;C09BB03;lisinopriil, amlodipiin;30 Tablett;Gedeon Richter Plc.;ORG-100000640;01.03.2012;;3766;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin, lisinopriil;;lisinopriil, amlodipiin;20mg, 5mg;Suukaudne;;36.0 kuu;hoida valguse eest kaitstult, Hoida temperatuuril kuni 25°C, Hoida originaalpakendis, hoida niiskuse eest kaitstult;Ei;blister;Aluminium, PolyEthylene, PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Gyomroi Ut 19-21
Budapest
1103, Hungary";LOC-100001653;;MIGRATION_SUCCESSFUL;;;;10.07.2022
780112;Valid;H;1501467;DIRONORM;20mg, 5mg;Tablett;C09BB03;lisinopriil, amlodipiin;90 Tablett;Gedeon Richter Plc.;ORG-100000640;01.03.2012;;3766;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin, lisinopriil;;lisinopriil, amlodipiin;20mg, 5mg;Suukaudne;;36.0 kuu;Hoida temperatuuril kuni 25°C, hoida valguse eest kaitstult, Hoida originaalpakendis, hoida niiskuse eest kaitstult;Ei;blister;PolyVinyl Chloride, PolyVinylidene Chloride, Aluminium, PolyEthylene;;;Marketing Authorisation;"Gyomroi Ut 19-21
Budapest
1103, Hungary";LOC-100001653;;MIGRATION_SUCCESSFUL;;;;10.07.2022
744511;Valid;H;1445284;AMLODIPINE VITABALANS;5mg;Tablett;C08CA01;amlodipiin;30 Tablett;Vitabalans Oy;MO193;10.06.2011;;3286;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin;;amlodipiin;5mg;Suukaudne;;60.0 kuu;Hoida sisepakend välispakendis, hoida valguse eest kaitstult;Ei;blister;Aluminium, PolyVinyl Chloride, PolyVinylidene Chloride;;;Marketing Authorisation;"Varastokatu 8 

Hameenlinna 

Kanta-Hame

13500, Finland";ML194;;MIGRATION_SUCCESSFUL;;;;10.07.2022
744511;Valid;H;1445295;AMLODIPINE VITABALANS;5mg;Tablett;C08CA01;amlodipiin;60 Tablett;Vitabalans Oy;MO193;10.06.2011;;3286;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin;;amlodipiin;5mg;Suukaudne;;60.0 kuu;Hoida sisepakend välispakendis, hoida valguse eest kaitstult;Ei;blister;PolyVinylidene Chloride, Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"Varastokatu 8 

Hameenlinna 

Kanta-Hame

13500, Finland";ML194;;MIGRATION_SUCCESSFUL;;;;10.07.2022
744511;Valid;H;1445307;AMLODIPINE VITABALANS;5mg;Tablett;C08CA01;amlodipiin;100 Tablett;Vitabalans Oy;MO193;10.06.2011;;3286;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin;;amlodipiin;5mg;Suukaudne;;60.0 kuu;Hoida sisepakend välispakendis, hoida valguse eest kaitstult;Ei;blister;Aluminium, PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Varastokatu 8 

Hameenlinna 

Kanta-Hame

13500, Finland";ML194;;MIGRATION_SUCCESSFUL;;;;10.07.2022
744511;Valid;H;1865707;AMLODIPINE VITABALANS;5mg;Tablett;C08CA01;amlodipiin;90 Tablett;Vitabalans Oy;MO193;10.06.2011;;3286;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin;;amlodipiin;5mg;Suukaudne;;60.0 kuu;Hoida sisepakend välispakendis, hoida valguse eest kaitstult;Ei;blister;PolyVinylidene Chloride, Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"Varastokatu 8 

Hameenlinna 

Kanta-Hame

13500, Finland";ML194;;MIGRATION_SUCCESSFUL;;;;10.07.2022
744411;Valid;H;1445419;AMLODIPINE VITABALANS;10mg;Tablett;C08CA01;amlodipiin;100 Tablett;Vitabalans Oy;MO193;10.06.2011;;3287;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin;;amlodipiin;10mg;Suukaudne;;60.0 kuu;Hoida sisepakend välispakendis, hoida valguse eest kaitstult;Ei;blister;PolyVinyl Chloride, PolyVinylidene Chloride, Aluminium;;;Marketing Authorisation;"Varastokatu 8 

Hameenlinna 

Kanta-Hame

13500, Finland";ML194;;MIGRATION_SUCCESSFUL;;;;10.07.2022
744411;Valid;H;1865718;AMLODIPINE VITABALANS;10mg;Tablett;C08CA01;amlodipiin;90 Tablett;Vitabalans Oy;MO193;10.06.2011;;3287;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin;;amlodipiin;10mg;Suukaudne;;60.0 kuu;Hoida sisepakend välispakendis, hoida valguse eest kaitstult;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"Varastokatu 8 

Hameenlinna 

Kanta-Hame

13500, Finland";ML194;;MIGRATION_SUCCESSFUL;;;;10.07.2022
744411;Valid;H;1445396;AMLODIPINE VITABALANS;10mg;Tablett;C08CA01;amlodipiin;30 Tablett;Vitabalans Oy;MO193;10.06.2011;;3287;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin;;amlodipiin;10mg;Suukaudne;;60.0 kuu;Hoida sisepakend välispakendis, hoida valguse eest kaitstult;Ei;blister;Aluminium, PolyVinyl Chloride, PolyVinylidene Chloride;;;Marketing Authorisation;"Varastokatu 8 

Hameenlinna 

Kanta-Hame

13500, Finland";ML194;;MIGRATION_SUCCESSFUL;;;;10.07.2022
744411;Valid;H;1445408;AMLODIPINE VITABALANS;10mg;Tablett;C08CA01;amlodipiin;60 Tablett;Vitabalans Oy;MO193;10.06.2011;;3287;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin;;amlodipiin;10mg;Suukaudne;;60.0 kuu;Hoida sisepakend välispakendis, hoida valguse eest kaitstult;Ei;blister;PolyVinylidene Chloride, Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"Varastokatu 8 

Hameenlinna 

Kanta-Hame

13500, Finland";ML194;;MIGRATION_SUCCESSFUL;;;;10.07.2022
730511;Valid;H;1453058;SANORAL HCT;5mg, 25mg, 40mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;10 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13642;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;5mg, 25mg, 40mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730511;Valid;H;1453294;SANORAL HCT;5mg, 25mg, 40mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;500 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13642;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;5mg, 25mg, 40mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730511;Valid;H;1453081;SANORAL HCT;5mg, 25mg, 40mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;30 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13642;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;5mg, 25mg, 40mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, High Density PolyEthylene, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730511;Valid;H;1453092;SANORAL HCT;5mg, 25mg, 40mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;50 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13642;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;5mg, 25mg, 40mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730511;Valid;H;1453137;SANORAL HCT;5mg, 25mg, 40mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;280 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13642;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;5mg, 25mg, 40mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730511;Valid;H;1453126;SANORAL HCT;5mg, 25mg, 40mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;98 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13642;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;5mg, 25mg, 40mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730511;Valid;H;1453148;SANORAL HCT;5mg, 25mg, 40mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;300 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13642;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;5mg, 25mg, 40mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730511;Valid;H;1453070;SANORAL HCT;5mg, 25mg, 40mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;28 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13642;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;5mg, 25mg, 40mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730511;Valid;H;1453069;SANORAL HCT;5mg, 25mg, 40mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;14 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13642;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;5mg, 25mg, 40mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730511;Valid;H;1453104;SANORAL HCT;5mg, 25mg, 40mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;56 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13642;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;5mg, 25mg, 40mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;Aluminium, PolyVinyl Chloride;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730511;Valid;H;1453115;SANORAL HCT;5mg, 25mg, 40mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;90 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13642;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;5mg, 25mg, 40mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;blister;High Density PolyEthylene, PolyVinyl Chloride, Aluminium;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
730511;Valid;H;1503649;SANORAL HCT;5mg, 25mg, 40mg;Õhukese polümeerikattega tablett;C09DX03;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;84 Tablett;Menarini International Operations Luxembourg S.A.;ORG-100001429;01.02.2011;;13642;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;olmesartaanmedoksomiil, amlodipiin, hüdroklorotiasiid;;amlodipiin, hüdroklorotiasiid, olmesartaanmedoksomiil;5mg, 25mg, 40mg;Suukaudne;;36.0 kuu;See ravimpreparaat ei vaja säilitamisel eritingimusi;Ei;pudel;High Density PolyEthylene;;;Marketing Authorisation;"1 Avenue De La Gare
Luxemburg
1611, Luxembourg";LOC-100005744;;ENDED_ACCEPTED;;26.09.2022;13.10.2022;13.10.2022
